title,url,image,format,year,price,author,rating,publisher,length,ISBN,city/country,categories,quantity
Wheel of Time Premium Boxed Set I,https://www.bookdepository.com/Wheel-Time-Premium-Boxed-Set-I-Robert-Jordan/9781250251510,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/2502/9781250251510.jpg,Paperback,2019,54.05,Robert Jordan,4.45,TOR BOOKS,2272,9781250251510,New York,Poetry Books,50
Asterix: Asterix and the Griffin,https://www.bookdepository.com/Asterix-Asterix-Griffin-Jean-Yves-Ferri/9780751583984,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7515/9780751583984.jpg,Hardback,2021,19.19,Jean-Yves Ferri,3.8,"Little, Brown Book Group",48,9780751583984,"London, United Kingdom",Comic Book & Cartoon Art,25
Women Who Run with the Wolves,https://www.bookdepository.com/Women-Who-Run-with-Wolves-Clarissa-Pinkola-Estes/9780345409874,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3454/9780345409874.jpg,Paperback,1997,14.25,Clarissa Pinkola Estes,4.06,Random House USA Inc,608,9780345409874,"New York, United States",Literary Studies: General,23
Renegades,https://www.bookdepository.com/Renegades-Barack-Obama/9780241561249,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2415/9780241561249.jpg,Hardback,2021,62.92,Barack Obama,4.04,Penguin Books Ltd,320,9780241561249,"London, United Kingdom","Easy Listening, MOR Music",23
East,https://www.bookdepository.com/East-Meera-Sodha/9780241387566,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241387566.jpg,Hardback,2019,41.83,Meera Sodha,4.47,Penguin Books Ltd,304,9780241387566,"London, United Kingdom",Quick & Easy Cooking,38
They Both Die at the End,https://www.bookdepository.com/They-Both-Die-at-End-Adam-Silvera/9780062457806,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0624/9780062457806.jpg,Paperback,2018,18.42,Adam Silvera,4.02,Quill Tree Books,416,9780062457806,,Children's General Story Books,36
The Art of War,https://www.bookdepository.com/Art-War-Sun-Tzu/9780007420124,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0074/9780007420124.jpg,Paperback,2011,7.08,Sun Tzu,3.97,HarperCollins Publishers,112,9780007420124,"London, United Kingdom",Oriental & Indian Philosophy,45
Cult Following,https://www.bookdepository.com/Cult-Following-Bexy-Cameron/9781786580924,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7865/9781786580924.jpg,Hardback,2021,23.25,Bexy Cameron,4.16,Bonnier Books Ltd,400,9781786580924,United Kingdom,Biography: General,49
Peppa Pig: Marvellous Magnet Book,https://www.bookdepository.com/Peppa-Pig-Marvellous-Magnet-Book-Peppa-Pig/9781409301769,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4093/9781409301769.jpg,Hardback,2015,18.69,Peppa Pig,3.94,Penguin Random House Children's UK,10,9781409301769,"London, United Kingdom",Baby Books,10
"Banana Fish, Vol. 1",https://www.bookdepository.com/Banana-Fish-Vol-1-Akimi-Yoshida/9781569319727,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5693/9781569319727.jpg,Paperback,2004,15.29,Akimi Yoshida,4.25,"Viz Media, Subs. of Shogakukan Inc",200,9781569319727,"San Francisco, United States",Graphic Novels: Manga,13
Once Upon A Broken Heart,https://www.bookdepository.com/Once-Upon-Broken-Heart-Stephanie-Garber/9781529380903,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529380903.jpg,Hardback,2021,42.6,Stephanie Garber,4.27,HODDER & STOUGHTON,416,9781529380903,"London, United Kingdom",Contemporary Fiction,34
The House in the Cerulean Sea,https://www.bookdepository.com/House-Cerulean-Sea-TJ-Klune/9781529087949,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5290/9781529087949.jpg,Paperback,2021,15.53,TJ Klune,4.47,Pan Macmillan,400,9781529087949,"London, United Kingdom",Romance,32
The Ickabog,https://www.bookdepository.com/Ickabog-J-K-Rowling/9781510202252,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5102/9781510202252.jpg,Hardback,2020,26.93,J. K. Rowling,3.97,Litle Brown,288,9781510202252,"London, United Kingdom",Children's General Story Books,5
The Nutcracker,https://www.bookdepository.com/Nutcracker-Fiona-Watt/9781474968034,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4749/9781474968034.jpg,Board book,2019,20.12,Fiona Watt,5,Usborne Publishing Ltd,10,9781474968034,"London, United Kingdom",Picture Books,25
Leaders Eat Last,https://www.bookdepository.com/Leaders-Eat-Last-Simon-Sinek/9780670923175,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6709/9780670923175.jpg,Paperback,2017,18.96,Simon Sinek,4.1,Penguin Books Ltd,368,9780670923175,"London, United Kingdom","Biography: Historical, Political & Military",47
"Haikyu!!, Vol. 45",https://www.bookdepository.com/Haikyu-Vol-45-Haruichi-Furudate/9781974723645,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974723645.jpg,Paperback,2021,12.97,Haruichi Furudate,4.88,"Viz Media, Subs. of Shogakukan Inc",232,9781974723645,"San Francisco, United States",Graphic Novels: Manga,32
Un-cook Yourself,https://www.bookdepository.com/Un-cook-Yourself-Nats-What-I-Reckon/9781761040900,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7610/9781761040900.jpg,Paperback,2020,43.09,Nat's What I Reckon,4.07,Ebury Australia,272,9781761040900,Australia,"Assertiveness, Motivation & Self-esteem",28
The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 2,https://www.bookdepository.com/Scum-Villains-Self-Saving-System-Ren-Zha-Fanpai-Zijiu-Xitong-Novel-Vol-2-Mo-Xiang-Tong-Xiu/9781648279225,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6482/9781648279225.jpg,Paperback,2022,23.99,Mo Xiang Tong Xiu,4.71,Seven Seas,400,9781648279225,United States,Fantasy,31
Can't Hurt Me,https://www.bookdepository.com/Cant-Hurt-Me-David-Goggins/9781544512273,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5445/9781544512273.jpg,Paperback,2018,30.56,David Goggins,4.35,Lioncrest Publishing,364,9781544512273,,Biography: General,13
The Most Magnificent Thing,https://www.bookdepository.com/Most-Magnificent-Thing-Ashley-Spires/9781554537044,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5545/9781554537044.jpg,Hardback,2017,22.47,Ashley Spires,4.31,Kids Can Press,32,9781554537044,"West Toronto, Canada",Picture Books,45
Ramsay in 10,https://www.bookdepository.com/Ramsay-10-Gordon-Ramsay/9781529364385,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529364385.jpg,Hardback,2021,38.61,Gordon Ramsay,4.75,HODDER & STOUGHTON,256,9781529364385,"London, United Kingdom",Food & Drink,46
A Court of Thorns and Roses Box Set,https://www.bookdepository.com/Court-Thorns-Roses-Box-Set-Sarah-J-Maas/9781526630780,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5266/9781526630780.jpg,Paperback,2021,74.81,Sarah J. Maas,4.69,Bloomsbury Publishing PLC,2112,9781526630780,"London, United Kingdom",Fantasy,2
Crooked Kingdom Collector's Edition,https://www.bookdepository.com/Crooked-Kingdom-Collectors-Edition-Leigh-Bardugo/9781510107038,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5101/9781510107038.jpg,Hardback,2019,37.09,Leigh Bardugo,4.59,Hachette Children's Group,544,9781510107038,"London, United Kingdom",Sci Fi Books for Kids,41
Where's Wally?,https://www.bookdepository.com/Wheres-Wally-Martin-Handford/9781406313185,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406313185.jpg,Paperback,2011,9.29,Martin Handford,4.15,Walker Books Ltd,32,9781406313185,"London, United Kingdom",Characters,23
The 13-Storey Treehouse,https://www.bookdepository.com/13-Storey-Treehouse-Andy-Griffiths/9781447279785,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4472/9781447279785.jpg,Paperback,2015,15.54,Andy Griffiths,4.01,Pan Macmillan,256,9781447279785,"London, United Kingdom",Children's Fiction,30
Heartstopper Volume Four,https://www.bookdepository.com/Heartstopper-Four-Alice-Oseman/9781444952797,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444952797.jpg,Paperback,2021,18.76,Alice Oseman,4.69,Hachette Children's Group,384,9781444952797,"London, United Kingdom",Children's Fiction,42
Zog and the Flying Doctors,https://www.bookdepository.com/Zog-Flying-Doctors-Julia-Donaldson/9781407173504,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407173504.jpg,Paperback,2017,13.69,Julia Donaldson,4.22,Scholastic,32,9781407173504,"London, United Kingdom",Picture Books,41
The 5 Love Languages,https://www.bookdepository.com/5-Love-Languages-Gary-Chapman/9780802412706,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/8024/9780802412706.jpg,Paperback,2015,24.13,Gary Chapman,4.24,Moody Publishers,256,9780802412706,United States,"Christian Aspects Of Sexuality, Gender & Relationships",5
Empire of the Vampire,https://www.bookdepository.com/Empire-Vampire-Jay-Kristoff/9780008350437,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0083/9780008350437.jpg,Hardback,2021,37.49,Jay Kristoff,4.5,HarperCollins Publishers,736,9780008350437,"London, United Kingdom",Horror,46
The Burning God,https://www.bookdepository.com/Burning-God-R-F-Kuang/9780008339180,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0083/9780008339180.jpg,Paperback,2021,20.06,R.F. Kuang,4.32,HarperCollins Publishers,640,9780008339180,"London, United Kingdom",Adventure Books,20
Moleskine 2022 12-Month Weekly Large Softcover Notebook: Black,https://www.bookdepository.com/Moleskine-2022-12-Month-Weekly-Large-Softcover-Notebook-Black-Moleskine/8056420855838,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/8056/4208/8056420855838.jpg,Paperback,2021,20.74,Moleskine,4.78,Moleskine,144,8056420855838,Italy,Miscellaneous Items,45
Antes de diciembre,https://www.bookdepository.com/Antes-de-diciembre-Jona-Marcus/9788418483448,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/4184/9788418483448.jpg,Paperback,2021,25.1,Jona Marcus,4.53,Montena,324,9788418483448,Spain,Children's Fiction,24
"Toilet-bound Hanako-kun, Vol. 1",https://www.bookdepository.com/Toilet-bound-Hanako-kun-Vol-1-Aidalro/9781975332877,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9753/9781975332877.jpg,Paperback,2020,19.46,Aidalro,4.44,"Little, Brown & Company",180,9781975332877,"New York, United States",Graphic Novels: Manga,3
"Yarichin Bitch Club, Vol. 2",https://www.bookdepository.com/Yarichin-Bitch-Club-Vol-2-Ogeretsu-Tanaka/9781974709298,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974709298.jpg,Paperback,2020,19.26,Ogeretsu Tanaka,3.9,"Viz Media, Subs. of Shogakukan Inc",242,9781974709298,United States,Graphic Novels: Manga,30
The Backyard Adventurer,https://www.bookdepository.com/Backyard-Adventurer-Beau-Miles/9781922267306,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9222/9781922267306.jpg,Paperback,2021,43.05,Beau Miles,4.48,Brio Books,256,9781922267306,Australia,Autobiography: General,36
Moonology (TM) Diary 2022: THE SUNDAY TIMES BESTSELLER,https://www.bookdepository.com/Moonology-TM-Diary-2022-SUNDAY-TIMES-BESTSELLER-Yasmin-Boland/9781788175005,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7881/9781788175005.jpg,Paperback,2021,24.81,Yasmin Boland,4.89,Hay House UK Ltd,264,9781788175005,"London, United Kingdom","Mind, Body, Spirit: Thought & Practice",47
Atlas of the Heart,https://www.bookdepository.com/Atlas-Heart-Brene-Brown/9781785043772,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7850/9781785043772.jpg,Hardback,2021,30.35,Brené Brown,3.43,Ebury Publishing,336,9781785043772,"London, United Kingdom",Management: Leadership & Motivation,4
Harry Potter: Holiday Magic: The Official Advent Calendar,https://www.bookdepository.com/Harry-Potter-Holiday-Magic-Official-Advent-Calendar-Insight-Editions/9781647224097,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6472/9781647224097.jpg,Hardback,2021,41.1,Insight Editions,4.21,Insight Editions,1,9781647224097,"San Rafael, United States",Art History: From c 1960,50
Kingdom of the Cursed,https://www.bookdepository.com/Kingdom-Cursed-Kerri-Maniscalco/9781529350500,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529350500.jpg,Hardback,2021,39.44,Kerri Maniscalco,4.37,HODDER & STOUGHTON,448,9781529350500,"London, United Kingdom",Fantasy,21
Zog,https://www.bookdepository.com/Zog-Julia-Donaldson/9781407170763,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407170763.jpg,Paperback,2017,16.4,Julia Donaldson,4.29,Scholastic,32,9781407170763,"London, United Kingdom",Characters,37
Anxious People,https://www.bookdepository.com/Anxious-People-Fredrik-Backman/9781405930253,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4059/9781405930253.jpg,Paperback,2021,17.61,Fredrik Backman,4.22,Penguin Books Ltd,416,9781405930253,"London, United Kingdom",Contemporary Fiction,4
The Power of Ideas,https://www.bookdepository.com/Power-Ideas-Jonathan-Sacks/9781399800013,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3998/9781399800013.jpg,Hardback,2021,47.91,Jonathan Sacks,4.53,Hodder & Stoughton,400,9781399800013,"London, United Kingdom",Biography: General,10
COVID-19 and the Global Predators,https://www.bookdepository.com/COVID-19-Global-Predators-Peter-Breggin/9780982456064,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9824/9780982456064.jpg,Paperback,2021,40.79,Peter Breggin,4,Lake Edge Press,690,9780982456064,,Reference Books,10
The Gruffalo,https://www.bookdepository.com/Gruffalo-Julia-Donaldson/9780142403877,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1424/9780142403877.jpg,Paperback,2006,12.96,Julia Donaldson,4.42,Penguin Random House Children's UK,32,9780142403877,United States,Children's General Story Books,40
The Subtle Art of Not Giving a F*Ck,https://www.bookdepository.com/Subtle-Art-Not-Giving-F-Ck-Mark-Manson/9780062641540,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0626/9780062641540.jpg,Paperback,2017,22.68,Mark Manson,3.92,HarperCollins Publishers Inc,224,9780062641540,"New York, NY, United States",Personal Development,30
Stuck,https://www.bookdepository.com/Stuck-Oliver-Jeffers/9780007263899,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0072/9780007263899.jpg,Paperback,2012,14.29,Oliver Jeffers,4.24,HarperCollins Publishers,32,9780007263899,"London, United Kingdom",Picture Books,17
"Fist of the North Star, Vol. 2",https://www.bookdepository.com/Fist-North-Star-Vol-2-Buronson/9781974721573,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974721573.jpg,Hardback,2021,29.84,Buronson,4.1,"Viz Media, Subs. of Shogakukan Inc",312,9781974721573,"San Francisco, United States",Graphic Novels: Manga,21
The Hebridean Baker,https://www.bookdepository.com/Hebridean-Baker-Coinneach-MacLeod/9781785303487,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7853/9781785303487.jpg,Hardback,2021,36.87,Coinneach MacLeod,4.8,Black and White Publishing,256,9781785303487,"Edinburgh, United Kingdom","Cakes, Baking, Icing & Sugarcraft",33
The Overstory,https://www.bookdepository.com/Overstory-Richard-Powers/9781784708245,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7847/9781784708245.jpg,Paperback,2019,27.44,Richard Powers,4.11,Vintage Publishing,640,9781784708245,"London, United Kingdom",Contemporary Fiction,2
A Passage North,https://www.bookdepository.com/Passage-North-Anuk-Arudpragasam/9781783786947,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7837/9781783786947.jpg,Hardback,2021,24.1,Anuk Arudpragasam,3.76,Granta Books,304,9781783786947,"London, United Kingdom",Contemporary Fiction,49
How to Win Friends and Influence People,https://www.bookdepository.com/How-Win-Friends-Influence-People-Dale-Carnegie/9781439199190,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4391/9781439199190.jpg,Paperback,2011,14.69,Dale Carnegie,4.21,Simon & Schuster,304,9781439199190,"New York, United States","Social, Group Or Collective Psychology",17
Prisoners of Geography,https://www.bookdepository.com/Prisoners-Geography-Tim-Marshall/9781783962433,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7839/9781783962433.jpg,Paperback,2016,24.91,Tim Marshall,4.18,Elliott & Thompson Limited,320,9781783962433,"London, United Kingdom",Geopolitics,36
Attack On Titan Season 1 Part 1 Manga Box Set,https://www.bookdepository.com/Attack-On-Titan-Season-1-Part-1-Manga-Box-Set-Hajime-Isayama/9781632366993,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6323/9781632366993.jpg,Paperback,2020,55.42,Hajime Isayama,4.65,"Kodansha America, Inc",784,9781632366993,"New York, United States",Graphic Novels: Manga,14
The Smartest Giant in Town,https://www.bookdepository.com/Smartest-Giant-Town-Julia-Donaldson/9781509812530,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509812530.jpg,Paperback,2016,16.33,Julia Donaldson,4.21,Pan Macmillan,32,9781509812530,"London, United Kingdom",Storybooks,19
The Unhoneymooners,https://www.bookdepository.com/Unhoneymooners-Christina-Lauren/9781501128035,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5011/9781501128035.jpg,Paperback,2019,21.73,Christina Lauren,4.02,Gallery Books,432,9781501128035,,Contemporary Fiction,48
The Famous Five Collection 1,https://www.bookdepository.com/Famous-Five-Collection-1-Enid-Blyton/9781444910582,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4449/9781444910582.jpg,Paperback,2012,18.66,Enid Blyton,4.49,Hachette Children's Group,592,9781444910582,"London, United Kingdom",Classic Books for Children,25
Aristotle and Dante Discover the Secrets of the Universe,https://www.bookdepository.com/Aristotle-Dante-Discover-Secrets-Universe-Benjamin-Alire-Sáenz/9781442408937,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4424/9781442408937.jpg,Paperback,2015,22.56,Benjamin Alire Sáenz,4.34,SIMON & SCHUSTER,384,9781442408937,"New York, United States",Children's Fiction,45
The Salt Path,https://www.bookdepository.com/Salt-Path-Raynor-Winn/9781405937184,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4059/9781405937184.jpg,Paperback,2019,24.72,Raynor Winn,4.1,Penguin Books Ltd,288,9781405937184,"London, United Kingdom",Memoirs,34
Where Is the Green Sheep?,https://www.bookdepository.com/Where-Is-Green-Sheep-Judy-Horacek/9780152067045,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1520/9780152067045.jpg,Board book,2009,13.59,Judy Horacek,4.2,"Cengage Learning, Inc",32,9780152067045,"Belmont, CA, United States",Early Learning,6
Flow,https://www.bookdepository.com/Flow-Mihaly-Csikszentmihalyi/9780061339202,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0613/9780061339202.jpg,Paperback,2011,23.61,Mihaly Csikszentmihalyi,4.07,HarperCollins Publishers Inc,303,9780061339202,"New York, NY, United States",Psychology,15
"Oh, The Places You'll Go!",https://www.bookdepository.com/Oh-Places-Youll-Go-Dr-Seuss/9780007413577,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0074/9780007413577.jpg,Paperback,2017,14.38,Dr. Seuss,4.33,HarperCollins Publishers,48,9780007413577,"London, United Kingdom","Assertiveness, Motivation & Self-esteem",8
Demon Slayer Complete Box Set,https://www.bookdepository.com/Demon-Slayer-Complete-Box-Set-Koyoharu-Gotouge/9781974725953,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9747/9781974725953.jpg,Paperback,2021,221.79,Koyoharu Gotouge,4.3,"Viz Media, Subs. of Shogakukan Inc",4496,9781974725953,"San Francisco, United States",Graphic Novels: Manga,21
What to Do When You Worry Too Much,https://www.bookdepository.com/What-Do-When-You-Worry-Too-Much-Dawn-Huebner/9781591473145,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591473145.jpg,Paperback,2005,21.73,Dawn Huebner,4.34,American Psychological Association,80,9781591473145,"Washington, DC, United States",Activity Books,29
Belonging,https://www.bookdepository.com/Belonging-Catherine-Corless/9781529339765,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529339765.jpg,Paperback,2021,25.71,Catherine Corless,4.87,Hachette Books Ireland,480,9781529339765,"Castleknock, Ireland",Memoirs,32
A Cloud Where the Birds Rise,https://www.bookdepository.com/Cloud-Where-Birds-Rise-Michael-Harding/9781529382945,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5293/9781529382945.jpg,Hardback,2021,34.79,Michael Harding,5,Hachette Books Ireland,240,9781529382945,"Castleknock, Ireland",Drawing,40
Monkey Puzzle,https://www.bookdepository.com/Monkey-Puzzle-Julia-Donaldson/9781509812493,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5098/9781509812493.jpg,Paperback,2016,12.24,Julia Donaldson,4.28,Pan Macmillan,32,9781509812493,"London, United Kingdom",Storybooks,25
MEDICAL MEDIUM CLEANSE TO HEAL,https://www.bookdepository.com/MEDICAL-MEDIUM-CLEANSE-HEAL-Anthony-William/9781401958459,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4019/9781401958459.jpg,Hardback,2020,52.27,Anthony William,4.3,Hay House Inc,257,9781401958459,"Carlsbad, United States",Dietetics & Nutrition,42
Christmas Around the World,https://www.bookdepository.com/Christmas-Around-World-Anna-Claybourne/9780746067826,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7460/9780746067826.jpg,Hardback,2009,10.75,Anna Claybourne,4.25,Usborne Publishing Ltd,48,9780746067826,"London, United Kingdom",Picture Books,2
The Lean Startup,https://www.bookdepository.com/Lean-Startup-Eric-Ries/9780670921607,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/6709/9780670921607.jpg,Paperback,2011,16.58,Eric Ries,4.1,Penguin Books Ltd,336,9780670921607,"London, United Kingdom",Business Innovation,24
The Wonky Donkey,https://www.bookdepository.com/Wonky-Donkey-Craig-Smith/9780545261241,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5452/9780545261241.jpg,Paperback,2018,12.17,Craig Smith,4.41,Scholastic Paperbacks,24,9780545261241,United States,Animal Stories,34
The Inheritance Games,https://www.bookdepository.com/Inheritance-Games-Jennifer-Lynn-Barnes/9780241476178,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2414/9780241476178.jpg,Paperback,2020,15.54,Jennifer Lynn Barnes,4.23,Penguin Random House Children's UK,384,9780241476178,"London, United Kingdom",Children's General Story Books,18
Never Split the Difference,https://www.bookdepository.com/Never-Split-Difference-Chris-Voss/9780062872302,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0628/9780062872302.jpg,Paperback,2018,13.6,Chris Voss,4.37,HARPER BUSINESS,288,9780062872302,,Business Negotiation,18
The Giver,https://www.bookdepository.com/Giver-Lois-Lowry/9780007578498,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0075/9780007578498.jpg,Paperback,2014,11.53,Lois Lowry,4.13,HarperCollins Publishers,240,9780007578498,"London, United Kingdom",Children's Fiction,34
Talk To Me In Korean Workbook Level 1,https://www.bookdepository.com/Talk-Me-Korean-Workbook-Level-1-Talk-Me-Korean/9788956056883,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9788/9560/9788956056883.jpg,Paperback,2015,20.63,Talk To Me in Korean,4.51,Kong and Park,130,9788956056883,South Korea,Language Teaching & Learning Material & Coursework,45
The Rainbow Fish,https://www.bookdepository.com/Rainbow-Fish-Marcus-Pfister/9783314015441,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3140/9783314015441.jpg,Paperback,2012,13.07,Marcus Pfister,4.18,North-South Books (Nord-Sud Verlag AG),25,9783314015441,"Zurich, Switzerland",Picture Books,28
The Books of Jacob,https://www.bookdepository.com/Books-Jacob-Olga-Tokarczuk/9781910695593,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9106/9781910695593.jpg,Paperback,2021,29.47,Olga Tokarczuk,4.19,Fitzcarraldo Editions,920,9781910695593,"London, United Kingdom",Contemporary Fiction,17
The Secret,https://www.bookdepository.com/Secret-Rhonda-Byrne/9781847370297,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8473/9781847370297.jpg,Hardback,2006,26.21,Rhonda Byrne,3.7,Simon & Schuster Ltd,224,9781847370297,"London, United Kingdom",Health Books,43
British Museum: A History of the World in 25 Cities,https://www.bookdepository.com/British-Museum-History-World-25-Cities-Tracey-Turner/9781788006712,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7880/9781788006712.jpg,Hardback,2021,35.8,Tracey Turner,4.67,Nosy Crow Ltd,112,9781788006712,"London, United Kingdom",Nonfiction History Books for Kids,8
Numberblocks Annual 2022,https://www.bookdepository.com/Numberblocks-Annual-2022-Sweet-Cherry-Publishing/9781782266013,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7822/9781782266013.jpg,Hardback,2021,16.7,Sweet Cherry Publishing,4.32,Sweet Cherry Publishing,72,9781782266013,"Leicester, United Kingdom",Activity Books,48
Wotakoi: Love Is Hard for Otaku 5,https://www.bookdepository.com/Wotakoi-Love-Is-Hard-for-Otaku-5-Fujita/9781646513635,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6465/9781646513635.jpg,Paperback,2021,26.0,Fujita,4.7,"Kodansha America, Inc",256,9781646513635,"New York, United States",Romance,27
A Silent Voice Complete Series Box Set,https://www.bookdepository.com/Silent-Voice-Complete-Series-Box-Set-Yoshitoki-Oima/9781632366436,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6323/9781632366436.jpg,Paperback,2020,94.65,Yoshitoki Oima,4.55,"Kodansha America, Inc",1344,9781632366436,"New York, United States",Graphic Novels: Manga,14
The Magic Slice,https://www.bookdepository.com/Magic-Slice-Jack-Murray/9781544524849,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5445/9781544524849.jpg,Paperback,2021,23.28,Jack Murray,4.51,Houndstooth Press,322,9781544524849,,Business Communication & Presentation,10
